Jun 11 2021 23:47:46 FW00 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 155.45.129.14 to 51.130.22.93 on interface GigabitEthernet0/3	 Anomaly
Jun 11 2021 23:48:19 FW02 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 177.164.96.132 to 152.158.2.9 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:48:19 FW22 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:48:19 FW14 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 214.115.13.121 to 176.104.20.235 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:48:19 FW13 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 118.228.22.127 to 29.74.206.55 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:48:20 FW08 : %ASA-4-400012: IPS:2002 ICMP Source Quench 133.189.164.65 to 125.4.233.228 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:48:20 FW04 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/2 changed state to up	 Anomaly
Jun 11 2021 23:48:20 FW15 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 11 2021 23:48:20 FW11 : %ASA-4-400037: IPS:6053 DNS Request for All Records 92.241.70.79 to 65.97.253.204 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:48:20 FW11 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 198.41.148.167 to 27.252.246.119 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:48:20 FW08 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 104.115.251.44 to 176.249.151.140 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:48:21 FW19 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 11 2021 23:48:21 FW06 : %ASA-4-400039: IPS:6101 RPC Port Unregistration 137.242.203.39 to 140.169.27.81 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:48:21 FW22 : %ASA-7-710002: UDP access permitted from 134.173.118.249/36503 to GigabitEthernet0/3:110.135.51.86/NTP	 Not anomaly
Jun 11 2021 23:48:21 FW02 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 30.230.11.100 to 60.146.187.35 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:48:22 FW25 : %ASA-7-715041: Received keep-alive of type keepalive_type , not the negotiated type	 Not anomaly
Jun 11 2021 23:48:22 FW23 : %ASA-5-718010: Sent HELLO response to 53.247.208.20	 Not anomaly
Jun 11 2021 23:48:22 FW02 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 11 2021 23:48:22 FW04 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 11 2021 23:48:22 FW21 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:48:22 FW01 : %ASA-4-400014: IPS:2004 ICMP Echo Request 197.187.242.162 to 18.198.17.204 on interface GigabitEthernet0/3	 Anomaly
Jun 11 2021 23:48:22 FW24 : %ASA-4-400039: IPS:6101 RPC Port Unregistration 42.81.30.77 to 215.92.24.95 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:48:22 FW06 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:48:22 FW11 : %ASA-4-405002: Received mac mismatch collision from 14.101.186.237/07:f5:40:62:ad:c2 for authenticated host	 Anomaly
Jun 11 2021 23:48:23 FW06 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 43.158.144.53 to 107.232.21.130 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:48:23 FW11 : %ASA-7-715041: Received keep-alive of type keepalive_type , not the negotiated type	 Not anomaly
Jun 11 2021 23:48:23 FW23 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:48:23 FW22 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 11 2021 23:48:23 FW17 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:48:23 FW10 : %ASA-7-713052: User user15 authenticated.	 Not anomaly
Jun 11 2021 23:48:23 FW12 : %ASA-7-713052: User user10 authenticated.	 Not anomaly
Jun 11 2021 23:48:23 FW06 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/1:177.3.179.120/1272 to GigabitEthernet0/2:187.157.128.42/30101 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 11 2021 23:48:23 FW12 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/4 during idb initialization	 Not anomaly
Jun 11 2021 23:48:23 FW10 : %ASA-6-303002: FTP connection from GigabitEthernet0/5:208.37.89.168/54271 to GigabitEthernet0/4: 92.102.75.226/28345 , user user9 action file filename	 Anomaly
Jun 11 2021 23:48:23 FW11 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 154.218.224.23 to 5.229.119.108 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:48:24 FW09 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 11 2021 23:48:24 FW19 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 48.51.252.196 to 94.65.154.40 on interface GigabitEthernet0/0	 Anomaly
Jun 11 2021 23:48:24 FW24 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 11 2021 23:48:24 FW07 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/4 changed state to up	 Anomaly
Jun 11 2021 23:48:24 FW10 : %ASA-4-400020: IPS:2010 ICMP Information Reply 82.228.91.169 to 205.125.166.56 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:48:24 FW24 : %ASA-5-718016: Received HELLO response from 76.52.77.40	 Not anomaly
Jun 11 2021 23:48:24 FW09 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 11 2021 23:48:24 FW00 : %ASA-6-109001: Auth start for user user3 from 192.168.218.113/36738 to 167.71.102.158/25297	 Not anomaly
Jun 11 2021 23:48:25 FW13 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 11 2021 23:48:25 FW24 : %ASA-6-611101: User authentication succeeded: IP, 215.211.214.106 : Uname: user6	 Not anomaly
Jun 11 2021 23:48:25 FW10 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 186.190.112.32 to 213.156.139.196 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:48:25 FW19 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/1 waiting	 Not anomaly
Jun 11 2021 23:48:25 FW08 : %ASA-4-400029: IPS:3153 FTP Improper Address Specified from 152.160.70.246 to 16.31.39.18 on interface GigabitEthernet0/0	 Anomaly
Jun 11 2021 23:48:25 FW07 : %ASA-4-401001: Shuns cleared	 Not anomaly
Jun 11 2021 23:48:25 FW04 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/2:19.188.207.157/21505 to GigabitEthernet0/3:128.116.61.199/12351 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 11 2021 23:48:26 FW06 : %ASA-4-400020: IPS:2010 ICMP Information Reply 219.203.58.84 to 65.202.201.34 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:48:26 FW11 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:48:26 FW18 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 122.92.253.70 to 90.154.88.157 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:48:26 FW13 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:48:26 FW23 : %ASA-5-718016: Received HELLO response from 188.140.196.204	 Not anomaly
Jun 11 2021 23:48:26 FW04 : %ASA-6-109001: Auth start for user user13 from 172.23.239.246/988 to 142.235.195.156/25101	 Not anomaly
Jun 11 2021 23:48:27 FW24 : %ASA-4-400040: IPS:6102 RPC Dump 212.217.137.85 to 75.255.115.255 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:48:27 FW07 : %ASA-4-400040: IPS:6102 RPC Dump 49.66.175.138 to 99.133.208.103 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:48:27 FW01 : %ASA-7-718023: Received KEEPALIVE response from 171.135.15.181	 Not anomaly
Jun 11 2021 23:48:27 FW07 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 40.76.215.77 to 20.2.154.117 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:48:28 FW21 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 158.32.161.124 to 140.234.5.195 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:48:28 FW04 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 69.71.225.203 to 145.85.22.201 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:48:28 FW03 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 11 2021 23:48:28 FW07 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:48:28 FW12 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 34.67.247.14 to 150.197.13.131 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:48:28 FW16 : %ASA-6-611101: User authentication succeeded: IP, 216.102.231.92 : Uname: user2	 Not anomaly
Jun 11 2021 23:48:29 FW23 : %ASA-4-400009: IPS:1103 IP Fragments Overlap from 47.154.213.47 to 173.175.95.8 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:48:29 FW00 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 11 2021 23:48:29 FW05 : %ASA-6-109001: Auth start for user user6 from 172.30.17.17/14228 to 169.227.147.68/55078	 Not anomaly
Jun 11 2021 23:48:29 FW19 : %ASA-7-713052: User user2 authenticated.	 Not anomaly
Jun 11 2021 23:48:29 FW03 : %ASA-3-319001: Acknowledge for arp update for IP address 88.117.152.147 not received.	 Not anomaly
Jun 11 2021 23:48:29 FW05 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/5: 122.82.77.40/49872 to laddr GigabitEthernet0/4: 172.21.91.243/793	 Not anomaly
Jun 11 2021 23:48:30 FW16 : %ASA-7-715041: Received keep-alive of type keepalive_type , not the negotiated type	 Not anomaly
Jun 11 2021 23:48:30 FW06 : %ASA-7-710006: TCP request discarded from 138.42.185.226 to GigabitEthernet0/2:61.85.253.13	 Anomaly
Jun 11 2021 23:48:30 FW04 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 11 2021 23:48:30 FW22 : %ASA-6-605005: Login permitted from 93.55.227.51/26726 to GigabitEthernet0/1:103.41.56.30/SMTP for user user6	 Anomaly
Jun 11 2021 23:48:30 FW01 : %ASA-6-314004: RTSP client GigabitEthernet0/1: 19.95.126.245 accessed RTSP URL https://www.lee-jenkins.org/	 Not anomaly
Jun 11 2021 23:48:30 FW00 : %ASA-4-400049: IPS:6180 rexd (remote execution daemon) Attempt 35.53.101.22 to 110.128.100.73 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:48:31 FW02 : %ASA-6-611101: User authentication succeeded: IP, 157.56.123.57 : Uname: user1	 Not anomaly
Jun 11 2021 23:48:31 FW13 : %ASA-4-400037: IPS:6053 DNS Request for All Records 152.174.71.207 to 183.118.117.118 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:48:31 FW20 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 11 2021 23:48:31 FW07 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 11 2021 23:48:31 FW24 : %ASA-6-302003: Built H245 connection for foreign_address 181.195.47.44/14751 local_address 10.17.169.252 /10466	 Anomaly
Jun 11 2021 23:48:31 FW13 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/4 changed state to up	 Anomaly
Jun 11 2021 23:48:31 FW07 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/1 , error code = Not responding , will try again.	 Anomaly
Jun 11 2021 23:48:31 FW09 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 73.0.248.97 to 25.104.248.209 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:48:32 FW10 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 220.166.178.249 to 83.146.34.244 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:48:32 FW19 : %ASA-4-400039: IPS:6101 RPC Port Unregistration 8.60.43.171 to 133.67.43.183 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:48:32 FW23 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 206.253.243.13 to 79.46.195.120 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:48:33 FW13 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 38.211.241.132 to 118.76.49.61 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:48:33 FW00 : %ASA-4-419002: Received duplicate TCP SYN from GigabitEthernet0/2:77.16.171.108/60177 to GigabitEthernet0/4:129.89.196.237/54882 with different initial sequence number.	 Anomaly
Jun 11 2021 23:48:33 FW15 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 28.26.139.52 to 10.130.159.113 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:48:33 FW17 : %ASA-3-304003: URL Server 211.3.51.175 timed out URL https://green.info/	 Anomaly
Jun 11 2021 23:48:34 FW23 : %ASA-5-718010: Sent HELLO response to 17.195.173.155	 Not anomaly
Jun 11 2021 23:48:34 FW01 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/4 waiting	 Not anomaly
Jun 11 2021 23:48:34 FW23 : %ASA-6-303002: FTP connection from GigabitEthernet0/0:19.90.71.210/51867 to GigabitEthernet0/5: 84.149.216.226/19744 , user user9 action file filename	 Anomaly
Jun 11 2021 23:48:34 FW21 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/5 changed state to up	 Anomaly
Jun 11 2021 23:48:34 FW09 : %ASA-4-400034: IPS:6050 DNS HINFO Request 129.197.245.208 to 16.22.124.126 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:48:34 FW23 : %ASA-6-109005: Authentication succeeded for user user20 from 10.151.81.93/41278 to 220.228.198.218/32976 on interface GigabitEthernet0/0.	 Not anomaly
Jun 11 2021 23:48:35 FW09 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/5:16.155.117.242/36112 to GigabitEthernet0/1:185.43.246.180/9276 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 11 2021 23:48:35 FW02 : %ASA-7-710006: TCP request discarded from 189.141.102.83 to GigabitEthernet0/0:85.80.165.224	 Anomaly
Jun 11 2021 23:48:35 FW11 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 190.17.228.208 to 133.21.205.41 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:48:36 FW18 : %ASA-6-109005: Authentication succeeded for user user11 from 10.82.203.40/56048 to 84.76.106.238/57024 on interface GigabitEthernet0/1.	 Not anomaly
Jun 11 2021 23:48:36 FW02 : %ASA-6-605005: Login permitted from 66.45.254.109/3175 to GigabitEthernet0/4:181.126.254.31/NTP for user user7	 Anomaly
Jun 11 2021 23:48:36 FW17 : %ASA-6-109001: Auth start for user user11 from 192.168.126.177/27009 to 217.140.127.155/28750	 Not anomaly
Jun 11 2021 23:48:36 FW04 : %ASA-4-411004: Configuration status on interface GigabitEthernet0/0 changed state to up	 Not anomaly
Jun 11 2021 23:48:36 FW22 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:48:36 FW18 : %ASA-4-400047: IPS:6155 mountd (mount daemon) Portmap Request 24.183.156.31 to 21.172.117.103 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:48:37 FW25 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 181.189.69.196 to 43.185.240.165 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:48:37 FW16 : %ASA-6-611101: User authentication succeeded: IP, 108.33.218.172 : Uname: user7	 Not anomaly
Jun 11 2021 23:48:37 FW22 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 168.64.52.160 to 172.100.72.12 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:48:37 FW07 : %ASA-4-400040: IPS:6102 RPC Dump 133.181.8.189 to 48.96.19.247 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:48:38 FW19 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 11 2021 23:48:38 FW03 : %ASA-6-611101: User authentication succeeded: IP, 177.42.92.163 : Uname: user19	 Not anomaly
Jun 11 2021 23:48:38 FW08 : %ASA-4-400015: IPS:2005 ICMP Time Exceeded for a Datagram 76.163.25.83 to 215.188.15.61 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:48:38 FW22 : %ASA-7-718021: Sent KEEPALIVE response to 155.128.186.106	 Not anomaly
Jun 11 2021 23:48:38 FW25 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 150.171.213.108 to 54.160.184.101 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:48:39 FW03 : %ASA-4-400034: IPS:6050 DNS HINFO Request 81.107.3.194 to 81.235.232.146 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:48:39 FW14 : %ASA-3-304003: URL Server 195.1.132.55 timed out URL https://mercado.net/	 Not anomaly
Jun 11 2021 23:48:39 FW16 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 112.223.151.234 to 23.29.171.194 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:48:39 FW10 : %ASA-6-605004: Login denied from 1.76.99.11/32759 to GigabitEthernet0/0:97.8.16.83/SMTP for user user5	 Anomaly
Jun 11 2021 23:48:40 FW01 : %ASA-4-401001: Shuns cleared	 Not anomaly
Jun 11 2021 23:48:40 FW20 : %ASA-6-302003: Built H245 connection for foreign_address 193.112.101.25/62653 local_address 172.24.162.126 /45792	 Anomaly
Jun 11 2021 23:48:40 FW14 : %ASA-4-401001: Shuns cleared	 Not anomaly
Jun 11 2021 23:48:40 FW07 : %ASA-3-319002: Acknowledge for route update for IP address 67.237.36.0 not received.	 Not anomaly
Jun 11 2021 23:48:40 FW07 : %ASA-4-400034: IPS:6050 DNS HINFO Request 65.15.147.202 to 94.22.97.84 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:48:40 FW10 : %ASA-7-710006: TCP request discarded from 176.183.62.53 to GigabitEthernet0/1:64.143.117.38	 Anomaly
Jun 11 2021 23:48:41 FW09 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 99.17.137.226 to 67.13.186.105 on interface GigabitEthernet0/5	 Anomaly
Jun 11 2021 23:48:41 FW19 : %ASA-6-605005: Login permitted from 176.24.143.135/28321 to GigabitEthernet0/3:5.41.233.175/DHCP for user user9	 Anomaly
Jun 11 2021 23:48:41 FW01 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:48:41 FW21 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 209.236.170.228 to 167.22.96.19 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:48:42 FW23 : %ASA-4-733100: Conn limit drop rate 1 exceeded. Current burst rate is 10 per second, max configured rate is 800 ; Current average rate is 2240 per second, max configured rate is 1500 ; Cumulative total count is 545132	 Anomaly
Jun 11 2021 23:48:42 FW11 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/5 changed state to up	 Anomaly
Jun 11 2021 23:48:42 FW01 : %ASA-4-400014: IPS:2004 ICMP Echo Request 4.193.99.69 to 108.240.214.105 on interface GigabitEthernet0/1	 Anomaly
Jun 11 2021 23:48:42 FW22 : %ASA-6-109001: Auth start for user user8 from 172.18.187.49/32961 to 165.65.191.46/50462	 Not anomaly
Jun 11 2021 23:48:42 FW12 : %ASA-4-400049: IPS:6180 rexd (remote execution daemon) Attempt 81.223.246.60 to 134.243.115.183 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:48:42 FW04 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:48:42 FW17 : %ASA-6-611101: User authentication succeeded: IP, 66.90.76.104 : Uname: user9	 Not anomaly
Jun 11 2021 23:48:43 FW02 : %ASA-6-314004: RTSP client GigabitEthernet0/2: 151.75.253.93 accessed RTSP URL http://www.jones-vega.com/	 Not anomaly
Jun 11 2021 23:48:43 FW01 : %ASA-4-400022: IPS:2012 ICMP Address Mask Reply 45.38.85.238 to 205.60.161.10 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:48:43 FW10 : %ASA-4-400012: IPS:2002 ICMP Source Quench 201.170.10.110 to 121.245.187.106 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:48:43 FW25 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 200.95.5.121 to 216.99.91.13 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:48:44 FW16 : %ASA-3-319001: Acknowledge for arp update for IP address 123.177.85.127 not received.	 Not anomaly
Jun 11 2021 23:48:44 FW15 : %ASA-3-319002: Acknowledge for route update for IP address 207.55.101.24 not received.	 Not anomaly
Jun 11 2021 23:48:44 FW18 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 30.62.91.169 to 134.244.31.67 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:48:44 FW04 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 11 2021 23:48:44 FW02 : %ASA-3-304003: URL Server 117.72.134.62 timed out URL http://www.bradshaw.com/	 Not anomaly
Jun 11 2021 23:48:45 FW17 : %ASA-6-314004: RTSP client GigabitEthernet0/2: 48.187.62.13 accessed RTSP URL https://lambert-reed.biz/	 Not anomaly
Jun 11 2021 23:48:45 FW02 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 36.192.155.122 to 64.214.181.90 on interface GigabitEthernet0/3	 Not anomaly
